template_id,template,n_examples
314,[C:1]-[NH2;D1;+0:2].[N;D1;H1:4]=[C;H0;D3;+0:3](-[N;D1;H2:5])-[OH;D1;+0:6]>>[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](=[N;D1;H1:4])-[N;D1;H2:5].[OH2;D0;+0:6],8
315,[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C@@H;D3;+0:6](-[O;D1;H1:7])-[C:5]=[O;D1;H0:4]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:4]=[C:5]-[CH2;D2;+0:6]-[O;D1;H1:7],8
316,[C:1]-[CH;D2;+0:2]=[C;H0;D3;+0:3](-[C;D1;H3:4])-[C;D1;H3:5].[OH2;D0;+0:6]>>[C:1]-[CH2;D2;+0:2]-[C;H0;D4;+0:3](-[C;D1;H3:4])(-[C;D1;H3:5])-[OH;D1;+0:6],8
317,[#7;a:1]:[cH;D2;+0:2]:[c:3].[C:7]-[NH2;D1;+0:6].[C:5]-[CH;D2;+0:4]=[O;H0;D1;+0:8]>>[#7;a:1]:[c;H0;D3;+0:2](:[c:3])-[C@H;D3;+0:4](-[C:5])-[NH;D2;+0:6]-[C:7].[OH2;D0;+0:8],8
318,[O;D1;H0:1]=[CH;D2;+0:2]-[c:3].[O;H0;D1;+0:5]=[CH;D2;+0:4]-[c:6]>>[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[C@H;D3;+0:4](-[OH;D1;+0:5])-[c:6],8
319,[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:7]=[C:6]-[CH2;D2;+0:4]-[O;D1;H1:5]>>[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C@@H;D3;+0:4](-[O;D1;H1:5])-[C:6]=[O;D1;H0:7],8
320,[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[C@H;D3;+0:5](-[OH;D1;+0:4])-[c:6]>>[O;D1;H0:1]=[CH;D2;+0:2]-[c:3].[O;H0;D1;+0:4]=[CH;D2;+0:5]-[c:6],8
321,[#7;a:1]:[c;H0;D3;+0:2](:[c:3])-[C@H;D3;+0:7](-[C:6])-[NH;D2;+0:5]-[C:4].[OH2;D0;+0:8]>>[#7;a:1]:[cH;D2;+0:2]:[c:3].[C:4]-[NH2;D1;+0:5].[C:6]-[CH;D2;+0:7]=[O;H0;D1;+0:8],8
322,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:15]-[S;H0;D2;+0:16]-[C;H0;D3;+0:13](-[C:12])=[O;D1;H0:14]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH;D2;+0:13]=[O;D1;H0:14].[C:15]-[SH;D1;+0:16],7
323,[#1;H0;D0;+1].[#8:1]-[C:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[C:5].[#8:6]-[C:7]-[N;H0;D3;+0:8]1-[CH;D2;+0:9]=[CH;D2;+0:10]-[CH2;D2;+0:11]-[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])=[CH;D2;+0:16]-1>>[#8:1]-[C:2]-[C@@H;D3;+0:3](-[OH;D1;+0:4])-[C:5].[#8:6]-[C:7]-[n+;H0;D3:8]1:[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:1,7
324,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[c:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[C@H;D3;+0:13](-[OH;D1;+0:14])-[c:15],7
325,[C:1]-[C;H0;D3;+0:2](-[N;D1;H2:3])=[O;H0;D1;+0:7].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6].[OH2;D0;+0:8]>>[C:1]-[C@H;D3;+0:2](-[N;D1;H2:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8],7
326,[#1;H0;D0;+1].[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6].[#8:7]-[C:8]-[N;H0;D3;+0:9]1-[CH;D2;+0:10]=[CH;D2;+0:11]-[CH2;D2;+0:12]-[C;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16])=[CH;D2;+0:17]-1>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[c:6].[#8:7]-[C:8]-[n+;H0;D3:9]1:[cH;D2;+0:10]:[cH;D2;+0:11]:[cH;D2;+0:12]:[c;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16]):[cH;D2;+0:17]:1,7
327,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH;D2;+0:13]=[O;D1;H0:14].[C:16]-[SH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[S;H0;D2;+0:15]-[C:16],7
328,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]/[C:13]=[C:14]/[CH;D2;+0:15]=[O;H0;D1;+0:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]/[C:13]=[C:14]/[CH2;D2;+0:15]-[OH;D1;+0:16],7
329,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]/[C:13]=[C:14]/[C@H;D3;+0:15](-[C:16])-[OH;D1;+0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]/[C:13]=[C:14]/[C;H0;D3;+0:15](-[C:16])=[O;H0;D1;+0:17],7
330,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[c:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[OH;D1;+0:14])-[c:15],7
331,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C:14])=[O;H0;D1;+0:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[C@@H;D3;+0:13](-[C:14])-[OH;D1;+0:15],7
332,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[C:14])-[OH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C:14])=[O;H0;D1;+0:15],7
333,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[CH;D3;+0:13](-[c:14])-[CH;D2;+0:15]=[O;H0;D1;+0:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[C@@H;D3;+0:13](-[c:14])-[CH2;D2;+0:15]-[OH;D1;+0:16],7
334,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[OH;D1;+0:14].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH3;D1;+0:13].[O;H0;D1;+0:14]=[O;H0;D1;+0:15],7
335,[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:8]=[O;H0;D1;+0:9].[OH2;D0;+0:3]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7].[OH;D1;+0:8]-[OH;D1;+0:9],7
336,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[OH;D1;+0:14])-[C:15],7
337,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[OH;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17],7
338,[#1;H0;D0;+1].[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6].[#8:7]-[C:8]-[N;H0;D3;+0:9]1-[CH;D2;+0:10]=[CH;D2;+0:11]-[CH2;D2;+0:12]-[C;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16])=[CH;D2;+0:17]-1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C@H;D3;+0:4](-[OH;D1;+0:5])-[c:6].[#8:7]-[C:8]-[n+;H0;D3:9]1:[cH;D2;+0:10]:[cH;D2;+0:11]:[cH;D2;+0:12]:[c;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16]):[cH;D2;+0:17]:1,7
339,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@@H;D3;+0:13](-[OH;D1;+0:14])-[C:15],7
340,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C@@H;D3;+0:5](-[C;D1;H3:6])-[OH;D1;+0:7].[#8:8]-[C:9]-[n+;H0;D3:10]1:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:[cH;D2;+0:17]:[cH;D2;+0:18]:1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](-[C;D1;H3:6])=[O;H0;D1;+0:7].[#8:8]-[C:9]-[N;H0;D3;+0:10]1-[CH;D2;+0:11]=[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])-[CH2;D2;+0:16]-[CH;D2;+0:17]=[CH;D2;+0:18]-1,7
341,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[OH;D1;+0:12]-[CH2;D2;+0:13]/[C:14]=[C:15]/[c:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[O;H0;D1;+0:12]=[CH;D2;+0:13]/[C:14]=[C:15]/[c:16],7
342,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:18])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[NH3;D0;+0:14]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[NH2;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:18],7
343,[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:7]-[c:8])-[C:6].[O;D1;H0:5]=[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4]=[O;D1;H0:5])-[C:6].[OH;D1;+0:7]-[c:8],7
344,[#15:1]-[OH;D1;+0:2].[#8:4]-[C@@H;D3;+0:3](-[O;H0;D2;+0:10]-[C:8](=[O;D1;H0:9])/[C:7]=[C:6])-[C:5]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[C:6]=[C:7]/[C:8](=[O;D1;H0:9])-[OH;D1;+0:10],7
345,[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:4](-[C:3])=[O;D1;H0:5].[C:7]-[SH;D1;+0:6]>>[#15:1]-[OH;D1;+0:2].[C:3]-[C;H0;D3;+0:4](=[O;D1;H0:5])-[S;H0;D2;+0:6]-[C:7],7
346,[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:7]-[C:6])-[C:5].[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4])-[C:5].[C:6]-[OH;D1;+0:7],7
347,[#15:6]-[O;H0;D2;+0:7]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[#15:1]-[OH;D1;+0:2]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[#15:6]-[OH;D1;+0:7],7
348,[#15:1]-[OH;D1;+0:2].[O;D1;H0:7]=[C:8]-[C:9]-[O;H0;D2;+0:10]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[C:9]-[OH;D1;+0:10],7
349,[#15:1]-[OH;D1;+0:2].[#8:4]-[C@H;D3;+0:3](-[O;H0;D2;+0:8]-[C@@H;D3;+0:7](-[#8:6])-[C:9])-[C:5]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[#8:6]-[CH;D3;+0:7](-[OH;D1;+0:8])-[C:9],7
350,[C:1]-[SH;D1;+0:2].[O;D1;H0:4]=[C;H0;D3;+0:3](/[C:5]=[C:6]/[c:7])-[O;H0;D2;+0:8]-[c:9]>>[C:1]-[S;H0;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])/[C:5]=[C:6]/[c:7].[OH;D1;+0:8]-[c:9],7
351,[#8:5]-[C@@H;D3;+0:4](-[O;H0;D2;+0:8]-[C:7])-[C:6].[#8:1]-[C:2]-[OH;D1;+0:3]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[C@@H;D3;+0:4](-[#8:5])-[C:6].[C:7]-[OH;D1;+0:8],7
352,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[OH;D1;+0:10].[C:5]-[NH;D2;+0:4]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[N;H0;D3;+0:4](-[C:5])-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9].[OH2;D0;+0:10],7
353,[#8;a:8]:[c:7]:[c:6]:[c;H0;D3;+0:4](-[OH;D1;+0:10]):[c:5].[#8:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:9]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[c;H0;D3;+0:4](:[c:5]):[c:6]:[c:7]:[#8;a:8])-[C:9].[OH2;D0;+0:10],7
354,[#8:6]-[C:5]-[CH2;D2;+0:4]-[OH;D1;+0:7].[#8:1]-[C:2]-[OH;D1;+0:3]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[C:5]-[#8:6].[OH2;D0;+0:7],7
355,[#8:1]-[C:2]-[OH;D1;+0:3].[C:5]-[CH2;D2;+0:4]-[OH;D1;+0:6]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[C:5].[OH2;D0;+0:6],7
356,[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:7].[#8:6]-[C:5]-[OH;D1;+0:4]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:4]-[C:5]-[#8:6].[OH2;D0;+0:7],7
357,[#8:1]-[C@H;D3;+0:2](-[OH;D1;+0:6])-[C:5].[OH;D1;+0:3]-[c:4]>>[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:3]-[c:4])-[C:5].[OH2;D0;+0:6],7
358,[NH2;D1;+0:7]-[C:5](=[O;D1;H0:6])-[#7:4]-[C:3]-[C;H0;D3;+0:2](=[O;D1;H0:1])-[OH;D1;+0:8]>>[O;D1;H0:1]=[C;H0;D3;+0:2]1-[C:3]-[#7:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-1.[OH2;D0;+0:8],7
359,[#8:1]-[C;H0;D3;+0:2](-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])=[CH;D2;+0:6]-[C:10].[#8:9]-[C:8]-[OH;D1;+0:7]>>[#8:1]-[C@@H;D3;+0:2](-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])-[C@@H;D3;+0:6](-[O;H0;D2;+0:7]-[C:8]-[#8:9])-[C:10],7
360,[CH;D1;+0:2]#[N;D1;H0:1].[O;H0;D1;+0:4]=[CH;D2;+0:3]-[c:5]>>[N;D1;H0:1]#[C;H0;D2;+0:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c:5],7
361,[#15:1]-[OH;D1;+0:2].[C:6]-[C;H0;D3;+0:5](=[CH2;D1;+0:7])-[CH;D2;+0:4]=[CH2;D1;+0:3]>>[#15:1]-[O;H0;D2;+0:2]-[CH2;D2;+0:3]/[CH;D2;+0:4]=[C;H0;D3;+0:5](/[C:6])-[CH3;D1;+0:7],7
362,[C:1]/[CH;D2;+0:2]=[CH;D2;+0:4]/[C:5]=[O;D1;H0:6].[OH2;D0;+0:3]>>[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[CH2;D2;+0:4]-[C:5]=[O;D1;H0:6],7
363,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:10].[C:7]-[C;H0;D3;+0:8](=[CH2;D1;+0:9])-[CH3;D1;+0:11].[O;D1;H0:13]=[C;H0;D2;+0:12]=[O;H0;D1;+0:14]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C@@;H0;D4;+0:8](-[CH3;D1;+0:9])(-[OH;D1;+0:10])-[CH2;D2;+0:11]-[C;H0;D3;+0:12](=[O;D1;H0:13])-[OH;D1;+0:14],7
364,[CH3;D1;+0:9]-[c:10].[O;D1;H0:1]=[C:2](-[O;D1;H1:3])/[CH;D2;+0:4]=[CH;D2;+0:5]/[C:6](=[O;D1;H0:7])-[O;D1;H1:8]>>[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[CH;D3;+0:4](-[CH2;D2;+0:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8])-[CH2;D2;+0:9]-[c:10],7
365,[C:1]-[C@@H;D3;+0:2](-[OH;D1;+0:6])-[CH2;D2;+0:3]-[C:4]=[O;D1;H0:5]>>[C:1]/[CH;D2;+0:2]=[CH;D2;+0:3]/[C:4]=[O;D1;H0:5].[OH2;D0;+0:6],7
366,[N;D1;H0:2]#[C;H0;D2;+0:1]-[CH;D3;+0:4](-[OH;D1;+0:3])-[c:5]>>[CH;D1;+0:1]#[N;D1;H0:2].[O;H0;D1;+0:3]=[CH;D2;+0:4]-[c:5],7
367,[#8:1]-[C:2](-[CH3;D1;+0:3])-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C:7].[OH2;D0;+0:4]>>[#8:1]-[C:2](-[CH2;D2;+0:3]-[OH;D1;+0:4])-[C@@H;D3;+0:5](-[OH;D1;+0:6])-[C:7],7
368,[NH2;D1;+0:2]-[c:3]:[c;H0;D3;+0:4](-[OH;D1;+0:1]):[c:5]>>[OH;D1;+0:1]-[NH;D2;+0:2]-[c:3]:[cH;D2;+0:4]:[c:5],7
369,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:15].[C:7]-[C@H;D3;+0:8]1-[NH;D2;+0:9]-[C;H0;D3;+0:14](=[O;D1;H0:13])-[NH;D2;+0:12]-[C@H;D3;+0:10]-1-[C;D1;H3:11]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH;D3;+0:8](-[NH2;D1;+0:9])-[CH;D3;+0:10](-[C;D1;H3:11])-[NH2;D1;+0:12].[O;D1;H0:13]=[C;H0;D2;+0:14]=[O;H0;D1;+0:15],7
370,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:10].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[N;H0;D3;+0:12](-[C:11])-[C:13]-[C:14](=[O;D1;H0:15])-[O;D1;H1:16]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[OH;D1;+0:10].[C:11]-[NH;D2;+0:12]-[C:13]-[C:14](=[O;D1;H0:15])-[O;D1;H1:16],7
371,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:3].[OH;D1;+0:7]-[OH;D1;+0:8]>>[C:1]-[C@@H;D3;+0:2](-[NH2;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8].[OH2;D0;+0:9],6
